"TERM : 1202","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar",""
"Fall 2019-2020","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","",""
"FAMILY MEDICINE","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","",""
"370
FAM MED","","","","","","","","","","","","","","","","",""
"","699
005
1","***","","","","","","","","","",".",".",".",".",".",".   
."
"","699
041
1","***","","","","","","","","","",".",".",".",".",".",".   
."
"Directed Study","Course Total
2","***","","","","","","","","","","","","","","",""
"Fam Medicine UW Hospital Sub-I","937
004
1","***","","","","","","","","","",".",".",".",".",".",".   
."
"FAM MED
370","3
Dept. Total","***","","","","","","","","","",".",".",".",".",".","33.3
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","",""
"370
FAM MED","","","","","","","","","","","","","","","","",""
"Senior","2","***","","","","","","","","","",".",".",".",".",".","50.0
."
"Undergraduates","2","***","","","","","","","","","",".",".",".",".",".","50.0
."
"Prof Yr 4","1","***","","","","","","","","","",".",".",".",".",".",".  
."
"Professionals","1","***","","","","","","","","","",".",".",".",".",".",".  
."
"","Dept. Total
3","***","","","","","","","","","",".",".",".",".",".","33.3
."
"January 27, 2020","","","","","","","","","","","","","","","","","Page 356 of 420"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.","","","","","","","","","","","","","","","","",""
