"TERM : 1202","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2019-2020","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"","BIOSTATISTICS & MED INFORMA Section","#","Ave","A","AB","B","BC","","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"210","B M I","","","","","","","","","","","","","","","","","","","","","","","",""
"210","B M I","154
Dept. Total","3.695","57.1","15.6","16.2","",".","0.6","",".","",".","5.8","",".","0.6","",".","",".","1.9",".","1.9","."
"Summary by Level","","#","Ave","A","AB","B","BC","","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"210","B M I","","","","","","","","","","","","","","","","","","","","","","","",""
"","Junior","1","***","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
