"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"ECONOMICS","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"296
ECON","","","","","","","","","","","","","","","","","","","","",""
"Econometrics III","706","001","","87","3.640","55.2","24.1","17.2","1.1",".",".","1.1",".",".",".",".",".","1.1",".",".","."
"Microeconomics II","708","001","","22","3.386","36.4","31.8","9.1","18.2","4.5",".",".",".",".",".",".",".",".",".",".","."
"Econ Stats & Econometrics I","709","001","","57","3.591","45.6","28.1","26.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Thry: Microeconomics Seqnce","711","001","","59","3.432","35.6","16.9","45.8","1.7",".",".",".",".",".",".",".",".",".",".",".","."
"Thry: Macroeconomics Seqnce","712","001","","44","3.466","25.0","45.5","27.3","2.3",".",".",".",".",".",".",".",".",".",".",".","."
"Econometric Methods","715","001","","11","3.818","72.7","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Applied Econometrics","717","001","","35","3.879","80.0","5.7","8.6",".",".",".",".","5.7",".",".",".",".",".",".",".","."
"Topics-Applied Econometrics","718","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Public Finance & Fiscal Pol","741","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Labor Economics","750","001","","18","3.556","27.8","55.6","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Industrial Organizat Theory","761","001","","15","3.607","33.3","46.7","13.3",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"Adv International Economics","871","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Recent Advances-Economics","899","001","","10","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wrkshp in Math Econ Theory","901","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wrkshp-Industrl Organizatn","903","001","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Workshop in Econometrics","913","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Workshop in Labor Economics","955","001","","26","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Quantitatve Macro-Econ Anal","965","001","","26","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Workshop-Public Economics","968","001","","15","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Wrkshp-Internatl Economics","977","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intdept Smr-African Studies","983","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis","990","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Work","","Course Total","","3","***","","","","","","","","","","","","","","","",""
