"SOCIAL WORK","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","",""
"So You Want to Chng the World?","100
001","77","3.851","87.0","7.8","1.3","1.3","1.3",".","1.3",".",".",".",".",".",".",".",".","."
"Health Care: Intrdis Appr","105
001","36","3.667","55.6","25.0","16.7","2.8",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Field of Social Work","205
001","98","3.270","20.4","35.7","33.7","6.1","2.0",".","2.0",".",".",".",".",".",".",".",".","."
"Introduction-Social Policy","206
001","75","3.288","12.0","48.0","25.3","10.7",".","1.3",".",".",".",".",".",".",".",".",".","2.7"
"","400
007","9","3.779","55.6","44.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","008
400","13","4.000","92.3",".",".",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"","400
009","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","400
010","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","011
400","12","3.955","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","012
400","13","3.891","92.3",".",".","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","013
400","14","3.924","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
400","13","3.750","46.2","46.2",".",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"","102
400","12","3.708","50.0","41.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","400
103","11","3.750","45.5","45.5",".",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"","400
201","8","3.625","87.5",".",".",".",".","12.5",".",".",".",".",".",".",".",".",".","."
"Field Pract/Integrat Smr I","Course Total","121","3.862","76.0","19.0","0.8","0.8",".","0.8",".",".",".",".",".",".","2.5",".",".","."
"Poverty and Social Welfare","420
001","20","3.175","15.0","50.0","20.0","5.0","5.0",".","5.0",".",".",".",".",".",".",".",".","."
"Social Issues in Aging","422
001","16","3.667","37.5","25.0","12.5",".",".",".",".",".",".",".",".",".","12.5",".","12.5","."
"","441
001","44","3.784","65.9","25.0","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","441
002","39","3.897","82.1","15.4","2.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","441
010","18","3.417","33.3","27.8","27.8","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","441
011","18","4.000","94.4",".",".",".",".",".",".",".",".",".",".",".","5.6",".",".","."
"","020
441","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"SW with Ind, Fams, and Grps","Course Total","126","3.804","71.4","18.3","7.9","1.6",".",".",".",".",".",".",".",".","0.8",".",".","."
"","442
001","17","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","442
002","21","3.976","95.2","4.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
442","22","3.477","50.0","22.7","18.2",".","4.5","4.5",".",".",".",".",".",".",".",".",".","."
"","442
004","19","3.737","57.9","31.6","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Genlst Pract w Comms & Orgs","Course Total","79","3.778","73.4","16.5","7.6",".","1.3","1.3",".",".",".",".",".",".",".",".",".","."
"Alcohol & Other Drug Abuse","001
453","95","3.683","56.8","24.2","13.7","2.1","1.1",".",".",".",".",".",".",".","1.1","1.1",".","."
"Child Welfare","462
001","16","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Family Violence","523
001","9","3.667","66.7","22.2",".",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","605
001","40","3.897","82.5","10.0","5.0",".",".",".",".","2.5",".",".",".",".",".",".",".","."
"","605
010","29","3.914","93.1",".","3.4","3.4",".",".",".",".",".",".",".",".",".",".",".","."
"The Field of Social Work","Course Total","69","3.904","87.0","5.8","4.3","1.4",".",".",".","1.4",".",".",".",".",".",".",".","."
"Social Policy","606
010","25","3.860","72.0","28.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ethnic and Racial Groups","640
001","61","3.754","57.4","36.1","6.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Issues in Dev. Disabilities","644
001","11","3.827","72.7","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","646
001","9","3.521","44.4","33.3","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","646
030","20","3.789","60.0","30.0","5.0",".",".",".",".",".",".",".",".",".",".","5.0",".","."
"Child Abuse and Neglect","Course Total","29","3.685","55.2","31.0","6.9","3.4",".",".",".",".",".",".",".",".",".","3.4",".","."
"","699
008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
009","1","***","","","","","","","","","",".",".",".",".",".",".","."
