"MEDICINE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","",""
"918
Hlth Informatics-Med Students","011","","78","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"953
Dermatology Clerkship-CSC","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","167","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","230","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","280","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","281","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","285","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","294","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","297","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","298","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","","21","",".",".",".",".",".",".",".","71.4",".",".",".","23.8",".",".","4.8","."
