"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"510
Culturally Congruent Practice","001","","32","3.781","68.8","25.0","3.1",".","3.1",".",".",".",".",".",".",".",".",".",".","."
"681","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","054","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","081","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","14","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"698","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","2","***","","","","","","","","","","","","","","","",""
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","067","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","070","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","081","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"704
Ldrshp in Adv Practc Nursing I","001","","25","3.980","96.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"706
Nursing Research","001","","30","3.867","76.7","20.0","3.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"722
Adv Prac Nursing Thry: Adults","001","","22","3.864","81.8","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"726","010","","9","3.722","55.6","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"726","020","","11","3.682","45.5","45.5","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"726","040","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"726","060","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations APN Clin Pract I","Course Total","","30","3.717","50.0","43.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"728","010","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"728","020","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"728","021","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"728","040","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"728","060","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"728","061","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"728","070","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"APN Clin Appl & Role Dev I","Course Total","","30","3.971","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"741
Adv Prac Nrsg Thry-Famly&Child","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"746
Intrdis Care-Chld/Spec Hlth Nd","001","","12","3.955","83.3","8.3",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
