"Independent Study","Course Total","","2","***","","","","","","","","","","","","","","","","","","",""
"","998
045","","1","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"","998
101","","1","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"Independent Study","Course Total","","2","***","","","","","","","","","","","","","","","","","","",""
"EMER MED
330","Dept. Total","","4","***","","","","","","","","","",".","",".","",".","",".",".","25.0","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","",""
"330
EMER MED","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","","1","***","","","","","","","","","",".","",".","",".","",".",".",".","."
"Undergraduates","","","1","***","","","","","","","","","",".","",".","",".","",".",".",".","."
"Special","","","1","***","","","","","","","","","",".","",".","",".","",".",".","100.0","."
"Prof Yr 2","","","1","***","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","1","***","","","","","","","","","",".","",".","",".","",".",".",".","."
"Professionals","","","2","***","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","4","***","","","","","","","","","",".","",".","",".","",".",".","25.0","."
