"TERM : 1202","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","","","Office of the Registrar",""
"Fall 2019-2020","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANESTHESIOLOGY","Section
#","Ave","A","AB","","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"148
ANESTHES","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","699
039
1","***","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".   
."
"","699
040
3","***","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".   
."
"","699
041
3","***","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".   
."
"","699
104
3","***","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".   
."
"Independent Study","Course Total
10","3.957","80.0","",".","10.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","10.0
."
"ANESTHES
148","10
Dept. Total","3.957","80.0","",".","10.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","10.0
."
"Summary by Level","#","Ave","A","AB","","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"148
ANESTHES","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","1","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".","100.0
."
"Junior","1","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".  
."
"Senior","8","3.944","87.5","",".","12.5",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".  
."
"Undergraduates","10","3.957","80.0","",".","10.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","10.0
."
"","Dept. Total
10","3.957","80.0","",".","10.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","10.0
."
"January 27, 2020","","","","","","","","","","","","","","","","","","","","","","","","","","Page 349 of 420"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.","","","","","","","","","","","","","","","","","","","","","","","","","",""
