"TERM : 1202","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar",""
"Fall 2019-2020","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","",""
"SENIOR MEDICAL PROGRAM","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","","",""
"Extramur Elec-Emergency Med","936
041
1","***","","","","","","","","","",".",".",".",".",".",".   
."
"SR MED
882","1
Dept. Total","***","","","","","","","","","",".",".",".",".",".",".  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","","",""
"Prof Yr 4","1","***","","","","","","","","","",".",".",".",".",".",".  
."
"Professionals","1","***","","","","","","","","","",".",".",".",".",".",".  
."
"","Dept. Total
1","***","","","","","","","","","",".",".",".",".",".",".  
."
"January 27, 2020","","","","","","","","","","","","","","","","","Page 393 of 420"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.","","","","","","","","","","","","","","","","",""
