"Found. Infant Mental Health","712
001","","22","",".",".",".",".","","",".","",".","",".",".","",".","",".",".","",".","","",".",".","100.0","."
"Reflective Practices IMH I","713
001","","22","",".",".",".",".","","",".","",".","",".",".","",".","",".",".","",".","","",".",".","100.0","."
"ACP Consultation I","714
001","","3","***","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"PSYCHIAT
814","Dept. Total","","94","3.958","46.8","2.1","1.1","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","50.0","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"814
PSYCHIAT","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","1","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Sophomore","","","7","4.000","100.0",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","19","3.889","84.2","10.5","5.3","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","20","4.000","100.0",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","47","3.958","93.6","4.3","2.1","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","47","",".",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","100.0","."
"","Dept. Total","","94","3.958","46.8","2.1","1.1","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","50.0","."
