"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"PHYSICIAN ASSISTANT PROGRA Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","",""
"Clinical Medicine I","601
001","51","3.529","25.5","56.9","15.7","2.0",".",".",".",".",".",".",".",".",".",".",".","."
"Clinic Prevnt & Commnty Prac I","610
001","51","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Professional Seminar II","617
001","53","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Advanced Patient Evaluation I","620
001","53","3.896","79.2","20.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Women's Hlth-Physician Asstnts","630
001","53","3.632","43.4","39.6","17.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Pharmacology I","640
001","51","3.363","29.4","27.5","29.4","13.7",".",".",".",".",".",".",".",".",".",".",".","."
"Diagnostic Methods I","650
001","51","3.559","35.3","43.1","19.6","2.0",".",".",".",".",".",".",".",".",".",".",".","."
"Professional Smnr & Capstone I","717
001","52","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Phy Asst Preceptor: Surgery","729
001","24","3.646","45.8","37.5","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Phy Asst Precptrshp: Fam Med","001
739","28","3.821","64.3","35.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Phy Asst Precptrshp: Int Med","749
001","24","3.848","66.7","29.2",".",".",".",".",".",".",".",".",".",".","4.2",".",".","."
"Phys Asst Precptrshp: Emrg Med","759
001","28","3.821","67.9","28.6","3.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Public Health and PA Practice","787
001","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"PHY ASST
750","Dept. Total","526","3.686","33.3","24.9","8.9","1.7",".",".",".",".",".","31.0",".",".","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","",""
"Prof Yr 1","","335","3.585","32.5","24.8","10.4","2.1",".",".",".",".",".","30.1",".",".",".",".",".","."
"Prof Yr 2","","156","3.786","41.0","21.8","3.2",".",".",".",".",".",".","33.3",".",".","0.6",".",".","."
"Prof Yr 4","","35","3.346","5.7","40.0","20.0","5.7",".",".",".",".",".","28.6",".",".",".",".",".","."
"Professionals","","526","3.686","33.3","24.9","8.9","1.7",".",".",".",".",".","31.0",".",".","0.2",".",".","."
"","Dept. Total","526","3.686","33.3","24.9","8.9","1.7",".",".",".",".",".","31.0",".",".","0.2",".",".","."
