"PHYSICAL THERAPY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","",""
"Functional Neuroanatomy for PT","500
001","39","3.716","48.7","38.5","7.7",".",".",".",".",".",".",".",".",".","5.1",".",".","."
"Cardiovasc&Pulmonry Treatmt","523
001","40","3.888","77.5","22.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"FFdations of PT: Exam and Eval","527
001","39","3.885","79.5","17.9","2.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"PT Educ&Lifespan Learning Iss","539
001","39","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Culture&Diversity in Hlth Care","541
001","40","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clin: Tissue Mech & Adaptatns","627
001","39","3.628","46.2","33.3","20.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Motor Control Dysfunction I","635
001","40","3.613","27.5","67.5","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Current Issues-Rehabilitatn","641
001","40","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Research Practicum","642
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clinical Medicine I","664
001","39","3.615","28.2","66.7","5.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Musculoskeletal Dysfunction I","676
001","40","3.475","12.5","70.0","17.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Internship IV","703
001","37","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","799
032","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
035","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
038","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","5","***","","","","","","","","","","","","","","","",""
"PHY THER
745","Dept. Total","438","3.692","47.9","28.5","5.5",".",".",".",".",".",".","17.6",".",".","0.5",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","",""
"Senior","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduates","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 1","","196","3.729","60.7","31.1","7.1",".",".",".",".",".",".",".",".",".","1.0",".",".","."
"Prof Yr 2","","204","3.651","44.1","31.4","4.9",".",".",".",".",".",".","19.6",".",".",".",".",".","."
"Prof Yr 3","","37","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Professionals","","437","3.692","47.8","28.6","5.5",".",".",".",".",".",".","17.6",".",".","0.5",".",".","."
"","Dept. Total","438","3.692","47.9","28.5","5.5",".",".",".",".",".",".","17.6",".",".","0.5",".",".","."
