"SOCIAL WORK","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","",""
"","699
049","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
050","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","4","***","","","","","","","","","","","","","","","",""
"Human Behavior & Environmnt","711
001","34","3.853","73.5","23.5","2.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","712
001","25","3.960","92.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","712
010","14","3.929","92.9",".","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","712
020","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychopathology-SWPract. in MH","Course Total","54","3.954","92.6","5.6","1.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Methods-Planning Analysis","721
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","741
001","25","3.960","92.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","741
002","25","3.880","76.0","24.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","741
010","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","741
020","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Interventn-Chldrn, Youth, Fam","Course Total","73","3.938","87.7","12.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Assess&Treat Chld&Adolescnt","742
001","20","3.921","80.0","15.0",".",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"Intrdis Care-Chld/Spec Hlth Nd","746
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
031","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
050","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","2","***","","","","","","","","","","","","","","","",""
"","800
001","16","4.000","87.5",".",".",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"","800
002","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
003","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
800","13","3.698","69.2","15.4","7.7",".",".","7.7",".",".",".",".",".",".",".",".",".","."
"","005
800","12","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
006","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
007","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","800
008","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","800
009","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","010
800","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
011","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","101
800","6","3.864","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
800","12","3.976","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
103","11","3.909","90.9",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
104","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
105","11","3.273","45.5","27.3","9.1","9.1",".",".","9.1",".",".",".",".",".",".",".",".","."
"","800
201","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
202","10","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
203","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Field Prac/Integrat Smr III","Course Total","174","3.870","80.5","12.1","2.9","0.6",".","0.6","0.6",".",".",".",".",".","2.9",".",".","."
"","821
001","15","3.933","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","821
010","5","***","","","","","","","","","",".",".",".",".",".",".","."
"SW Pract. in Aging & MH","Course Total","20","3.875","80.0","15.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","835
001","12","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","835
002","16","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
