"TERM : 1202","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2019-2020","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","","",""
"","ED LEADERSHP & POLICY ANAL Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"305","ELPA","","","","","","","","","","","","","","","","","","","",""
"305","ELPA","599
Dept. Total","3.889","73.1","7.0","2.3","0.7","0.5","0.2","",".","8.2","0.2",".","",".","4.8","2.7","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"305","ELPA","","","","","","","","","","","","","","","","","","","",""
"","Sophomore","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
