"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"PEDIATRICS","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"708
PEDIAT","","","","","","","","","","","","","","","","","","","",""
"","812","061","18","3.722","50.0","44.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","812","062","14","3.571","35.7","42.9","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","812","063","17","3.618","47.1","29.4","23.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","812","064","18","3.583","33.3","55.6","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"3rd Year Pediatrics","","Course Total","67","3.627","41.8","43.3","13.4","1.5",".",".",".",".",".",".",".",".",".",".",".","."
"","919","044","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","919","045","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","","Course Total","2","***","","","","","","","","","","","","","","","",""
"Subintrn Newborn Med-Meritr","928","043","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Adolescent Med Clerk-CSC","940","043","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Child Psych Clerk-CSC","946","043","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Ped Endocr/DiabetesClrk-CSC","950","046","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clin Genetics Clerk-CSC","953","041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Hematol-Oncology Clerk-CSC","956","045","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","966","041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","966","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","966","043","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Pediatric Sports Med-CSC","","Course Total","3","***","","","","","","","","","","","","","","","",""
"PEDIAT
708","","Dept. Total","78","3.647","43.6","38.5","11.5","1.3",".",".",".",".",".",".",".",".",".",".",".","5.1"
