"TERM : 1014","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Spring 2000-2001","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","",""
"NEUROPHYSIOLOGY","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"680
NEUROPHY","","","","","","","","","","","","","","","",""
"Neurobi II:Intr-Brain&Behav","524
001
1","***","","","","","","","","","",".",".",".",".",".   
.   
."
"NEUROPHY
680","1
Dept. Total","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"680
NEUROPHY","","","","","","","","","","","","","","","",""
"Senior","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Undergraduates","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"","Dept. Total
1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"April 01, 2013","","","","","","","","","","","","","","","","Page 339 of 385"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
