"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"FAMILY MEDICINE","Section","#","Ave","A","AB","B","","BC","C","","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"370
FAM MED","","","","","","","","","","","","","","","","","","","","","","","",""
"699
Directed Study","012","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"919","034","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"919","041","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"919","046","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","Course Total","3","***","","","","","","","","","","","","","","","","","","","","",""
"920
Clrkshp Fam Med&Prac-Madisn","043","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"923","042","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"923","043","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Clerkshp-FamMed&Prac-Wausau","Course Total","2","***","","","","","","","","","","","","","","","","","","","","",""
"926
Clrk Fam&Comm Med-Native Am","043","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"930
Clin Clerk/Fam Med-St Lukes","044","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"FAM MED
370","Dept. Total","9","3.905","55.6","11.1","",".",".","",".","",".","",".","11.1","",".",".",".",".",".",".",".","22.2"
