"TERM : 1014","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Spring 2000-2001","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","",""
"SENIOR MEDICAL PROGRAM","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","",""
"Extramur Elect-Surgery","Course Total
4","***","","","","","","","","","","","","","",""
"","935
043
2","***","","","","","","","","","",".",".",".",".",".   
.   
."
"","935
063
1","***","","","","","","","","","",".",".",".",".",".   
.   
."
"","935
082
4","***","","","","","","","","","",".",".",".",".",".   
.   
."
"Extramural Elec-Primry Care","Course Total
7","3.783","57.1","42.9",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Extramur Elec-Emergency Med","936
044
3","***","","","","","","","","","",".",".",".",".",".   
.   
."
"SR MED
882","172
Dept. Total","3.661","48.3","39.5","11.6",".",".",".",".",".",".",".",".",".","",".  
.  
.  
0.6"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","",""
"Prof Yr 3","74","3.593","39.2","44.6","16.2",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Prof Yr 4","98","3.716","55.1","35.7","8.2",".",".",".",".",".",".",".",".",".","",".  
.  
.  
1.0"
"Professionals","172","3.661","48.3","39.5","11.6",".",".",".",".",".",".",".",".",".","",".  
.  
.  
0.6"
"","Dept. Total
172","3.661","48.3","39.5","11.6",".",".",".",".",".",".",".",".",".","",".  
.  
.  
0.6"
"April 01, 2013","","","","","","","","","","","","","","","","Page 358 of 385"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
