"NEUROLOGY","Section","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"676
NEUROL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","699
015","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
054","","3","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
056","","2","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
085","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Special Problems-Neurology","Course Total","","7","3.875","71.4","28.6",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Hum Muscl Func/Hlth&Disease","779
001","","2","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","812
031","","12","3.583","41.7","33.3","25.0",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","812
032","","14","3.429","28.6","28.6","42.9",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","812
033","","10","3.250","20.0","10.0","70.0",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","812
034","","17","3.324","11.8","41.2","47.1",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","812
035","","13","3.538","38.5","30.8","30.8",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Third Year Neurology","Course Total","","66","3.424","27.3","30.3","42.4",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Individualized 4th Yr Clerk","919
045","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Clin Neurol Consul Serv-CSC","922
044","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"NEUROL
676","Dept. Total","","77","3.469","31.2","32.5","36.4",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"676
NEUROL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","3","3.833","66.7","33.3",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","3","3.833","66.7","33.3",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","2","3.833","50.0","50.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","8","3.833","62.5","37.5",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","1","3.500",".","100.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","65","3.418","26.2","30.8","43.1",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","3","3.800","66.7","33.3",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","68","3.437","27.9","30.9","41.2",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","77","3.469","31.2","32.5","36.4",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
