"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","",""
"SURGERY","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","","","","",""
"Cardiac Surg Clerkship-CSC","Course Total","2","***","","","","","","","","","","","","","","","","","","","",""
"964","005","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"964","041","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Thoracic Surgery Clerk-CSC","Course Total","2","***","","","","","","","","","","","","","","","","","","","",""
"967","001","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"967","002","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"967","003","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"967","004","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"967","005","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"967","007","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"967","043","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Urology Clerkship-CSC","Course Total","8","3.389","25.0","12.5","62.5",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
