"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"613","004","","6","3.667","83.3",".",".",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"613","005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"613","006","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"613","007","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"613","008","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"613","009","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptrshp-Nurse Practitnr","Course Total","","49","3.917","91.8","6.1",".",".","2.0",".",".",".",".",".",".",".",".",".",".","."
"681
Senior Honors Thesis","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","026","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"682","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"698","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","046","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"698","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","094","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","098","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","11","4.000","90.9",".",".",".",".",".",".",".",".",".",".",".",".",".","9.1","."
"700
Nursing Research I","001","","12","3.292","16.7","41.7","25.0","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"701
Interpretv Rsch-Health Care","001","","23","3.870","73.9","26.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"702
Hlth Promo&Disease Prevention","001","","26","3.865","73.1","26.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"703
Hlth Care & Public Policy-US","001","","26","3.538","30.8","50.0","15.4","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"704
Leadershp-Roles,Ethics,Care","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"715","001","","6","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"715","002","","8","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"715","004","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"715","005","","7","3.643","42.9","42.9","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"715","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Mgt Hlth Probs-Ambul Settng","Course Total","","29","3.762","65.5","24.1","10.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"719","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","027","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"719","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
