"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"719","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","045","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"719","046","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"719","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Field Stdy-Clinic Nsg","Course Total","","16","4.000","31.3",".",".",".",".",".",".","68.8",".",".",".",".",".",".",".","."
"721
Adv Med-Surgical Nursing","001","","12","3.667","75.0",".","16.7",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"735
Hlth-Women Across Lifespan","001","","9","3.722","44.4","55.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"739
Nursing Assessment of Dev","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"746
Intrdis Care-Chld/Chron Illnss","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"747","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"747","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum-A Functional Area","Course Total","","9","4.000","22.2",".",".",".",".",".",".","77.8",".",".",".",".",".",".",".","."
"753
Adv Prac Nurs-Com Mentl Disord","001","","8","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"762
Leadershp-Comm Hlth Nursing","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"771
Instr Process-Nursing Educ","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"772
Organizatnl Contxt-Nur Prac","001","","6","3.667","66.7",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"775
Special Topics in Nursing","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"798","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"798","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","024","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"798","035","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"798","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","048","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"798","068","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"798","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research Practicum","Course Total","","18","4.000","11.1",".",".",".",".",".",".","88.9",".",".",".",".",".",".",".","."
"799","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","088","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","3","***","","","","","","","","","","","","","","","",""
"802
Conduct of Research in Nursing","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"861
Cl Rsch:Hlth Promo&Ill Prev","001","","14","3.821","64.3","35.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"872
Strategic Health Management","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 365 of 385",""
