"MEDICINE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","",""
"699","091","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","168","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Study","Course Total","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","081","","25","3.240","12.0","24.0","64.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","082","","22","3.432","31.8","27.3","36.4","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"812","083","","21","3.357","23.8","23.8","52.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prin Int Med-Basic Clrkship","Course Total","","68","3.338","22.1","25.0","51.5","1.5",".",".",".",".",".",".",".",".",".",".",".","."
"910","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Rdg & Rsch-4th Yr Med","Course Total","","2","***","","","","","","","","","","","","","","","",""
"915","041","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"915","042","","44","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"915","043","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"915","044","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"915","045","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"915","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Therapeut&Cl Pharmacol-VAH","Course Total","","68","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"919","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","Course Total","","3","***","","","","","","","","","","","","","","","",""
"920","041","","6","3.583","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","042","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"920","043","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"920","044","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"920","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Req 4th Yr Med Subintrnshp","Course Total","","19","3.711","57.9","26.3","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"921
Ambulat Med Clerk-Stdt Hlth","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"923","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"923","042","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"923","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"923","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Gen Med Clerkship-Meriter","Course Total","","6","3.500","16.7","66.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"924","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"924","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"924","043","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"924","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Gen Med Clerkship-VAH","Course Total","","5","***","","","","","","","","","","","","","","","",""
"925
Gen Med Clerk-LaCrosse","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"927
Gen Med Clerkship-Freeport","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"928","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"928","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"928","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
