"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"PHYSICIAN ASSISTANT PROGR","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","",""
"Clinical Med-Phy Asst II","401
001","29","3.569","41.4","41.4","10.3","3.4","3.4",".",".",".",".",".",".",".",".",".",".","."
"Pediatrics for Phy Asst II","403
001","35","3.614","42.9","42.9","8.6","5.7",".",".",".",".",".",".",".",".",".",".",".","."
"Iss Pro Pract for Phy Assts","416
001","30","3.983","96.7","3.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Patnt Eval/Prim Care II","421
001","31","3.597","41.9","35.5","22.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lab Medicine for Phy Asst","440
001","31","3.339","25.8","38.7","22.6","3.2","9.7",".",".",".",".",".",".",".",".",".",".","."
"Team Appr-Emergncy Care","448
001","31","3.661","61.3","22.6","6.5","6.5","3.2",".",".",".",".",".",".",".",".",".",".","."
"Contemp Pro Iss-Phy Assts","516
001","27","3.926","88.9","7.4","3.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Phy Asst Surgery Preceptor","001
629","15","3.867","73.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","639
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","639
002","22","3.864","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Phy Asst Primry Care Precpt","Course Total","25","3.860","72.0","28.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Phy Asst Internl Med Precpt","649
001","16","3.844","68.8","31.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Study","699
007","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"PHY ASST
750","Dept. Total","286","3.736","61.5","26.6","8.0","2.1","1.7",".",".",".",".",".",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","",""
"Junior","","12","3.617","50.0","25.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","269","3.741","62.8","26.0","7.4","1.9","1.9",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","281","3.737","62.3","26.0","7.8","2.1","1.8",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","5","3.500","20.0","60.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","286","3.736","61.5","26.6","8.0","2.1","1.7",".",".",".",".",".",".",".",".",".",".","."
