"","953
010","","2","***","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","953
011","","3","***","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","953
012","","4","***","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Dermatology Elective","Course Total","","10","",".",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"229
DERM","Dept. Total","","34","3.971","47.1","2.9","",".",".","",".","",".","",".","50.0","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"229
DERM","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","2","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Senior","","","11","3.955","90.9","9.1","",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","13","3.962","92.3","7.7","",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","3","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","18","4.000","5.6",".","",".",".","",".","",".","",".","94.4","",".",".","",".","",".","",".",".",".","."
"Professionals","","","18","4.000","5.6",".","",".",".","",".","",".","",".","94.4","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","34","3.971","47.1","2.9","",".",".","",".","",".","",".","50.0","",".",".","",".","",".","",".",".",".","."
