"TERM : 1242","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2023-2024","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","COLLABORATIVE NURSING PRG Section","#","Ave","A","AB","B","BC","C","","D","","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"691","CNP","","","","","","","","","","","","","","","","","","","","","","","","",""
"691","CNP","Dept. Total
88","3.574","61.4","21.6","10.2","2.3","",".","",".","4.5","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"691","CNP","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Junior","19","3.605","47.4","26.3","26.3",".","",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
