"TERM : 1242","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2023-2024","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","","","",""
"","ED LEADERSHP & POLICY ANAL Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"305","ELPA","","","","","","","","","","","","","","","","","","","","",""
"305","ELPA","Dept. Total
594","3.950","82.5","2.0","0.3","0.3","0.2","",".","0.5","8.1","",".",".","",".","2.4","3.7",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"305","ELPA","","","","","","","","","","","","","","","","","","","","",""
"","Junior","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
