"TERM : 1242","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2023-2024","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","","","",""
"","PHARMACEUTICAL SCIENCES","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"718","PHM SCI","","","","","","","","","","","","","","","","","","","","",""
"718","PHM SCI","Dept. Total
1056","3.690","56.8","16.9","11.1","2.2","1.5","0.1","0.1","4.6","",".","6.3","",".","0.5","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"718","PHM SCI","","","","","","","","","","","","","","","","","","","","",""
"","Sophomore","1","***","","","","","","","","","","",".","",".",".","",".",".",".","."
