"TERM : 1242","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2023-2024","","","","","","","","","","","","","","","","","","","",""
"","","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"MEDICAL SCIENCES - MED SCH Section","","#","Ave","A","","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"622
MED SC-M","","","","","","","","","","","","","","","","","","","",""
"622
MED SC-M","Dept. Total","1185","","",".",".",".",".",".",".",".","92.8","0.2","3.5",".",".","0.6",".",".","3.0"
"Summary by Level","","#","Ave","A","","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"622
MED SC-M","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 1","","375","","",".",".",".",".",".",".",".","88.3","0.5","8.0",".",".",".",".",".","3.2"
"Prof Yr 2","","356","","",".",".",".",".",".",".",".","96.9",".","2.2",".",".","0.6",".",".","0.3"
"Prof Yr 3","","347","","",".",".",".",".",".",".",".","91.6",".","0.9",".",".","1.2",".",".","6.3"
"Prof Yr 4","","107","","",".",".",".",".",".",".",".","99.1",".",".",".",".","0.9",".",".","."
"Professionals","","1185","","",".",".",".",".",".",".",".","92.8","0.2","3.5",".",".","0.6",".",".","3.0"
"","Dept. Total","1185","","",".",".",".",".",".",".",".","92.8","0.2","3.5",".",".","0.6",".",".","3.0"
