"MED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEUROLOGY","Section","#","","Ave","A","AB","","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"676
NEUROL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"676
NEUROL","Dept. Total","","53","4.000","71.7","",".","",".","",".","",".","",".","",".","28.3","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"676
NEUROL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","4","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","","15","4.000","100.0","",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","18","4.000","100.0","",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","37","4.000","100.0","",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","","1","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","15","",".","",".","",".","",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"Professionals","","","16","4.000","6.3","",".","",".","",".","",".","",".","",".","93.8","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","53","4.000","71.7","",".","",".","",".","",".","",".","",".","28.3","",".",".","",".","",".","",".",".",".","."
