"BIOMEDICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Program
1","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Biomedical Engineering Design
200","001","","138","3.888","77.5","22.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"BME Design and Leadership
300","001","","96","3.927","85.4","14.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Bioinstrumentation
310","001","","36","3.708","47.2","47.2","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Biomechanics
315","001","","111","3.432","30.6","40.5","18.0","8.1","1.8","0.9",".",".",".",".",".",".",".",".",".","."
"Eng Prin Mol, Cells, Tissues
330","001","","63","3.627","57.1","25.4","11.1","1.6","3.2","1.6",".",".",".",".",".",".",".",".",".","."
"389","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"389","089","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"389","120","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"389","121","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"389","122","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors in Research","Course Total","","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".",".",".","16.7","."
"399","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","037","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"399","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","073","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","080","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"399","089","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"399","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","093","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"399","096","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"399","097","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"399","099","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"399","118","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"399","121","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"399","127","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"399","133","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"399","139","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"399","150","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"399","155","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","157","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","53","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Capstone Design Course
400","001","","140","3.946","89.3","10.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Orthopaedic Biomechanics
414","001","","23","3.913","87.0","8.7","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Medical Instrumentation
462","001","","18","3.500","33.3","50.0","5.6","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"Intro to Tissue Engineering
510","001","","47","3.844","74.5","12.8","8.5",".",".",".",".","2.1",".",".",".",".","2.1",".",".","."
"Tissue Engineering Laboratory
511","001","","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
