"PSYCHIATRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"814
PSYCHIAT","","","","","","","","","","","","","","","","","","","",""
"699","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","","7","3.974","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","064","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","15","3.987","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"712","002","","11","4.000","36.4",".",".",".",".",".",".",".",".",".",".",".",".",".","63.6","."
"712","003","","18","4.000","72.2",".",".",".",".",".",".",".",".",".",".",".",".",".","27.8","."
"Found. Infant Mental Health","Course Total","","29","4.000","58.6",".",".",".",".",".",".",".",".",".",".",".",".",".","41.4","."
"713","002","","11","4.000","54.5",".",".",".",".",".",".",".",".",".",".",".",".",".","45.5","."
"713","003","","18","4.000","88.9",".",".",".",".",".",".",".",".",".",".",".",".",".","11.1","."
"Reflective Practices IMH I","Course Total","","29","4.000","75.9",".",".",".",".",".",".",".",".",".",".",".",".",".","24.1","."
"ACP Consultation I
714","002","","8","",".",".",".",".",".",".",".",".",".",".",".",".",".",".","100.0","."
"Sports Psych Athlete Mtl Hlth
901","007","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Psych Ind Reading and Research
910","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Psychiatry Individual Clinical","Course Total","","5","***","","","","","","","","","","","","","","","",""
"921","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Behavioral Health Clinical","Course Total","","3","***","","","","","","","","","","","","","","","",""
"922","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"922","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"922","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"922","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"922","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"922","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"922","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"922","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"922","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"922","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"922","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Psychiatry Consultation Liason","Course Total","","16","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"925","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"925","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Community Psych Elective","Course Total","","2","***","","","","","","","","","","","","","","","",""
"930","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 06, 2024","","","","","","","","","","","","","","","","","","","Page 430 of 469",""
