"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"","681
092","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","20","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"Hlth Promo&Disease Prevention","702
001","","39","3.897","97.4",".",".",".",".",".","2.6",".",".",".",".",".",".",".",".","."
"Ldrshp in Adv Practc Nursing I","704
001","","15","3.867","80.0","13.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","706
001","","18","3.667","55.6","27.8","11.1","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","706
004","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Nursing Research","Course Total","","24","3.708","58.3","29.2","8.3","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership Foundations in Nurs","709
001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Business Concept in Healthcare","711
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Hlth Sys Ldrship Practicum I","712
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Eval of Hlth Inform Solutions","715
004","","15","3.800","73.3","13.3","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Population Health Practicum I","720
004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Prac Nursing Thry: Adults","722
001","","15","3.800","66.7","26.7","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pop Hlth Sem: Iss & Spec Role","725
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","726
010","","15","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","726
020","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","726
040","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","726
060","","8","3.500","87.5",".",".",".",".",".","12.5",".",".",".",".",".",".",".",".","."
"Foundations APN Clin Pract I","Course Total","","35","3.814","82.9","14.3",".",".",".",".","2.9",".",".",".",".",".",".",".",".","."
"","728
010","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","728
011","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","728
020","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","728
021","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","728
040","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","728
060","","7","3.429","85.7",".",".",".",".",".","14.3",".",".",".",".",".",".",".",".","."
"","728
061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","728
070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"APN Clin Appl & Role Dev I","Course Total","","35","3.870","94.3","2.9",".",".",".",".","2.9",".",".",".",".",".",".",".",".","."
"Critical Soc Theo in Pop Hlth","730
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Prac Nrsg Thry-Famly&Child","741
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Intrdis Care-Chld/Spec Hlth Nd","746
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Prac Nrsg Thry-Psychiatric","751
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Nursing Education Practicum","787
001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Study","799
021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Qualitative Design","804
001","","9","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Pathophysiology","811
001","","23","3.522","34.8","39.1","21.7","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"Knowledge Developmt in Nursing","815
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","816
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","816
002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"February 06, 2024","","","","","","","","","","","","","","","","","","","Page 446 of 469",""
