"MED","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICINE","Section","#","Ave","A","AB","","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","Dept. Total","630","4.000","21.1","",".","",".","",".","",".","",".","",".","78.3","",".",".","",".","0.2","0.2",".","0.2","0.2"
"Summary by Level","","#","Ave","A","AB","","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","13","4.000","100.0","",".","",".","",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","51","4.000","100.0","",".","",".","",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","70","4.000","98.6","",".","",".","",".","",".","",".","",".",".","",".",".","",".",".",".",".","1.4","."
"Undergraduates","","134","4.000","99.3","",".","",".","",".","",".","",".","",".",".","",".",".","",".",".",".",".","0.7","."
"Graduate","","47","",".","",".","",".","",".","",".","",".","",".","97.9","",".",".","",".","2.1",".",".",".","."
"Prof Yr 2","","4","***","","","","","","","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","","3","***","","","","","","","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 4","","442","",".","",".","",".","",".","",".","",".","",".","99.5","",".",".","",".",".","0.2",".",".","0.2"
"Professionals","","449","",".","",".","",".","",".","",".","",".","",".","99.6","",".",".","",".",".","0.2",".",".","0.2"
"","Dept. Total","630","4.000","21.1","",".","",".","",".","",".","",".","",".","78.3","",".",".","",".","0.2","0.2",".","0.2","0.2"
