"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"GENETIC COUNSELOR STUDIES Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"413
GENECSLR","","","","","","","","","","","","","","","","","","","",""
"Practicum-Genetic Counselng","713
005","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Clinical Genetics","721
001","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Advanced Clinical Genetics","731
005","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Contemp Pro Iss-Gen Cnslng","737
005","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Research Strategies&Analysis","739
005","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Gen Cnslg","741
001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Biochm Genetics for Counselors","744
005","","8","3.813","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics in Genetic Cnsl","748
005","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Pract-Genetic Counselng","813
005","","8","3.750","75.0",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990
010","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research in Genetic Counseling","Course Total","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"413
GENECSLR","Dept. Total","","88","3.902","67.0","3.4","2.3",".",".",".",".","27.3",".",".",".",".",".",".",".","."
