"TERM : 1242","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2023-2024","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","","","",""
"ENTOMOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"355
ENTOM","","","","","","","","","","","","","","","","","","","","","",""
"355
ENTOM","Dept. Total","838","3.790","72.8","13.7","6.6","1.2","1.2","0.2","0.2","3.0","",".",".","",".","1.1","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"355
ENTOM","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","55","3.726","69.1","18.2","7.3","1.8","3.6",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","168","3.824","76.2","16.7","4.2","2.4","0.6",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","271","3.824","77.1","14.0","7.7",".","0.7","0.4",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","263","3.751","74.9","13.3","7.6","1.5","1.5","0.4","0.8",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","757","3.792","75.6","14.7","6.9","1.2","1.2","0.3","0.3",".","",".",".","",".",".","",".",".",".","."
"Special","","13","",".",".",".",".",".",".",".","100.0","",".",".","",".",".","",".",".",".","."
"Graduate","","68","3.752","55.9","5.9","4.4","1.5","1.5",".",".","17.6","",".",".","",".","13.2","",".",".",".","."
"","Dept. Total","838","3.790","72.8","13.7","6.6","1.2","1.2","0.2","0.2","3.0","",".",".","",".","1.1","",".",".",".","."
