"TERM : 1242","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2023-2024","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","",""
"","MEDICAL MICROBIOL & IMMUN","Section
#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"620","M M & I","","","","","","","","","","","","","","","","","","","","","",""
"620","M M & I","Dept. Total
232","3.590","49.1","16.8","10.8","1.3","3.4","0.9","",".","3.9","",".",".","",".","13.8","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"620","M M & I","","","","","","","","","","","","","","","","","","","","","",""
"","Sophomore","3","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
