"Phys Asst Precptrshp: Emrg Med","759
001","25","3.760","56.0","40.0","4.0",".",".","",".",".",".","",".","",".",".","",".","",".",".",".","."
"Phy Asst Preceptorship:Electve","769
001","2","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Public Health and PA Practice","787
001","17","",".",".",".",".",".","",".",".",".","",".","","100.0",".","",".","",".",".",".","."
"750
PHY ASST","Dept. Total","606","3.719","41.1","21.3","4.1","1.0","0.2","",".","0.2","",".","",".","32.0","",".","",".","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 1","","405","3.744","44.4","17.8","4.7","1.5",".","",".",".","",".","",".","31.6","",".","",".",".",".",".","."
"Prof Yr 2","","161","3.694","34.8","26.1","3.7",".","0.6","",".","0.6","",".","",".","33.5","",".","",".","0.6",".",".","."
"Prof Yr 4","","40","3.740","32.5","37.5",".",".",".","",".",".","",".","",".","30.0","",".","",".",".",".",".","."
"Professionals","","606","3.719","41.1","21.3","4.1","1.0","0.2","",".","0.2","",".","",".","32.0","",".","",".","0.2",".",".","."
"","Dept. Total","606","3.719","41.1","21.3","4.1","1.0","0.2","",".","0.2","",".","",".","32.0","",".","",".","0.2",".",".","."
