"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"PHARMACOLOGY","Section
#","Ave","A","AB","B","","BC","","C","","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"724
PHMCOL-M","","","","","","","","","","","","","","","","","","","","","","","",""
"724
PHMCOL-M","Dept. Total
92","3.961","53.3","5.4","",".","",".","",".","",".","",".","32.6","",".",".",".","5.4",".",".","3.3","."
"Summary by Level","#","Ave","A","AB","B","","BC","","C","","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"724
PHMCOL-M","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","4","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduates","4","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Special","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Graduate","85","3.950","50.6","5.9","",".","",".","",".","",".","",".","34.1","",".",".",".","5.9",".",".","3.5","."
"Prof Yr 4","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total
92","3.961","53.3","5.4","",".","",".","",".","",".","",".","32.6","",".",".",".","5.4",".",".","3.3","."
