"TERM : 1124","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2011-2012","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHYSICIAN ASSISTANT PROGR","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHY ASST
750","Dept. Total","418","3.730","40.4","31.3","4.1","1.0","0.2","",".","",".","",".","",".","22.5","",".","",".","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","20","3.600","45.0","40.0","10.0",".","5.0","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","20","3.600","45.0","40.0","10.0",".","5.0","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 1","","317","3.665","36.9","36.0","4.4","0.9",".","",".","",".","",".","",".","21.5","",".","",".","0.3",".",".","."
"Prof Yr 2","","81","3.870","53.1","11.1","1.2","1.2",".","",".","",".","",".","",".","32.1","",".","",".",".",".",".","."
"Professionals","","398","3.750","40.2","30.9","3.8","1.0",".","",".","",".","",".","",".","23.6","",".","",".","0.3",".",".","."
"","Dept. Total","418","3.730","40.4","31.3","4.1","1.0","0.2","",".","",".","",".","",".","22.5","",".","",".","0.2",".",".","."
