"","760
006","82","3.866","76.8","19.5","3.7",".",".",".","",".",".",".","",".",".","",".","",".",".",".","."
"Phmceut Care Specialty Clrkshp","Course Total","162","3.857","77.2","17.3","3.7","1.2",".","",".",".",".","",".",".","",".","",".","0.6",".",".","."
"Conf:Rsch Workers Hosp Phm","962
001","8","3.813","62.5","37.5",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".","."
"Advanced Independent Study","999
028","9","3.714","88.9",".",".",".","11.1",".","",".",".",".","",".",".","",".","",".",".",".","."
"PHM PRAC
728","Dept. Total","1504","3.666","57.9","21.9","13.5","3.5","0.9","",".","0.3","1.0","",".","0.7","",".","",".","0.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"728
PHM PRAC","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","4","4.000","75.0",".",".",".",".","",".",".",".","",".","25.0","",".","",".",".",".",".","."
"Undergraduates","","5","4.000","80.0",".",".",".",".","",".",".",".","",".","20.0","",".","",".",".",".",".","."
"Special","","1","",".",".",".",".",".","",".",".","100.0","",".",".","",".","",".",".",".",".","."
"Graduate","","21","3.817","81.0","14.3",".",".","4.8","",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 1","","137","3.955","87.6","8.8",".",".",".","",".",".",".","",".","3.6","",".","",".",".",".",".","."
"Prof Yr 2","","402","3.375","43.0","27.9","20.9","6.2","1.2","",".","0.2",".","",".","0.2","",".","",".","0.2",".",".","."
"Prof Yr 3","","679","3.534","51.4","24.0","16.3","3.8","1.2","",".","0.6","2.1","",".","0.6","",".","",".",".",".",".","."
"Prof Yr 4","","259","3.882","80.3","15.4","3.1","0.8",".","",".",".",".","",".",".","",".","",".","0.4",".",".","."
"Professionals","","1477","3.664","57.5","22.1","13.7","3.6","0.9","",".","0.3","0.9","",".","0.7","",".","",".","0.1",".",".","."
"","Dept. Total","1504","3.666","57.9","21.9","13.5","3.5","0.9","",".","0.3","1.0","",".","0.7","",".","",".","0.1",".",".","."
