"NUR","","","","","","","","","","","","","","","","","","","","","","",""
"NURSING","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","","","","",""
"NURSING
692","Dept. Total","1661","3.847","66.9","15.8","3.4","0.5","0.2","",".","",".","2.6","",".","9.5","",".","0.4","0.7",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","16","3.844","81.3","6.3","12.5",".",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","55","3.909","87.3","9.1","1.8","1.8",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","191","3.718","53.4","20.4","7.3","0.5","1.0","",".","",".",".","",".","17.3","",".",".",".",".",".","."
"Senior","","1149","3.847","67.4","17.6","3.1","0.5","0.1","",".","",".",".","",".","10.8","",".",".","0.3",".",".","."
"Undergraduates","","1411","3.834","66.5","17.5","3.8","0.6","0.2","",".","",".",".","",".","11.1","",".",".","0.3",".",".","."
"Special","","9","3.941","77.8",".","11.1",".",".","",".","",".",".","",".",".","",".",".","11.1",".",".","."
"Graduate","","221","3.939","67.9","5.4","0.9","0.5",".","",".","",".","19.5","",".",".","",".","2.7","2.7",".","0.5","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 4","","19","3.917","84.2","15.8",".",".",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","20","3.918","85.0","15.0",".",".",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","1661","3.847","66.9","15.8","3.4","0.5","0.2","",".","",".","2.6","",".","9.5","",".","0.4","0.7",".","0.1","."
