"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICAL PHYSICS","Section","#","Ave","A","","AB","","B","","BC","C","","D","","F","","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"621
MED PHYS","","","","","","","","","","","","","","","","","","","","","","","","",""
"990","075","5","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","077","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","078","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","079","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","080","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","081","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","082","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","97","","",".","",".","",".",".","",".","",".","",".","44.3",".",".",".","34.0",".",".","21.6","."
