"SURGERY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","",""
"699","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","102","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","114","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","116","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","118","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","123","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","127","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","131","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","140","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","143","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","144","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","146","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","148","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","149","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","151","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","153","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","156","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","157","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","158","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","159","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","160","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","163","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","46","4.000","80.4",".",".",".",".",".",".",".",".",".",".",".",".",".","19.6","."
"812
Third Year Surgery","081","","29","3.448","24.1","41.4","34.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"910","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Rdg & Rsch-4th Yr Med","Course Total","","3","***","","","","","","","","","","","","","","","",""
"919","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"919","042","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"919","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","Course Total","","16","3.833","68.8","25.0","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"921","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"921","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"921","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Gen Surg Clerkship-Meriter","Course Total","","8","3.438","12.5","62.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
