"","699
091","","5","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
096","","5","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
101","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Special Problems-Neurology","Course Total","","13","3.935","92.3","",".","7.7",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"NEUROL
676","Dept. Total","","13","3.935","92.3","",".","7.7",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"676
NEUROL","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","2","4.000","100.0","",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","2","4.000","100.0","",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","9","3.913","88.9","",".","11.1",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","13","3.935","92.3","",".","7.7",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","13","3.935","92.3","",".","7.7",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
