"Third Year Psychiatry","Course Total","","34","3.309","5.9","52.9","38.2","2.9","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Behav Med Clerk-LaCrosse","921
042","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Community Psy Clerk-CSC/MHC","925
043","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Child Psych Clerk-CSC","946
007","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"PSYCHIAT
814","Dept. Total","","39","3.390","17.9","46.2","33.3","2.6","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"814
PSYCHIAT","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","2","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","31","3.306","6.5","51.6","38.7","3.2","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","6","3.636","50.0","33.3","16.7",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","37","3.356","13.5","48.6","35.1","2.7","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","39","3.390","17.9","46.2","33.3","2.6","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
