"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICINE","Section","#","Ave","A","","AB","","B","","BC","C","","D","","F","","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","","","","",""
"980
Sleep Disorder Medicine","001","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"988","003","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"988","005","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"988","010","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Clin Elect Rheumtol-CSC/VAH","Course Total","3","***","","","","","","","","","","","","","","","","","","","","","",""
"990","080","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","082","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","101","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","102","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","180","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","206","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","215","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","218","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","230","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","233","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","234","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","235","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","236","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","237","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","17","","",".","",".","",".",".","",".","",".","",".","52.9",".",".",".","35.3",".",".","11.8","."
