"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"MEDICAL GENETICS","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"616
MD GENET","","","","","","","","","","","","","","","","","","","",""
"Human Cytogenetics","562","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Cancer Genetics","646","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Topics in Genetics","677","011","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Reading","699","071","28","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Practicum-Genetic Counselng","714","005","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Contemp Pro Iss-Gen Cnslng","737","001","10","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Human Embryology","742","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Pract-Genetic Counselng","814","005","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","990","049","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar in Genetics","993","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"MD GENET
616","","Dept. Total","86","3.947","86.0","7.0","3.5",".",".",".",".","3.5",".",".",".",".",".",".",".","."
