"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"NEUROLOGY","Section","#","Ave","A","AB","","B","BC","C","","D","","F","","S","","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"676
NEUROL","","","","","","","","","","","","","","","","","","","","","","","",""
"699","055","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","056","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","091","5","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","096","5","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","101","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems-Neurology","Course Total","13","3.935","92.3","",".","7.7",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
