"TERM : 1124","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Spring 2011-2012","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","",""
"","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"217","","","","","","","","","","","","","","","",""
"Biotechnology Operations","820
001
24","3.688","37.5","62.5",".",".",".",".",".",".",".",".",".",".",".",".   
.   
."
"Molecular Technologies II","824
001
24","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".   
.   
."
"217","48
Dept. Total","3.804","64.6","35.4",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"June 26, 2012","","","","","","","","","","","","","","","","Page 337 of 404"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"","*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","",""
