"MEDICINE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","",""
"699","160","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","171","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","174","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","180","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","183","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","184","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","187","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","189","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","190","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","192","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","193","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","195","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","197","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","199","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","205","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","206","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","214","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","215","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","25","3.950","88.0","4.0","4.0",".",".",".",".","4.0",".",".",".",".",".",".",".","."
"812","046","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"812","081","","26","3.327","23.1","26.9","42.3","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"812","082","","24","3.354","20.8","29.2","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","083","","21","3.250","28.6","19.0","42.9",".",".",".","4.8",".",".",".",".",".",".",".","4.8","."
"Prin Int Med-Basic Clrkship","Course Total","","74","3.312","23.0","24.3","44.6","2.7",".",".","1.4",".",".",".",".",".",".",".","1.4","2.7"
"903
MSTP Clin Clrkshp-Grad School","083","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Rdg & Rsch-4th Yr Med","Course Total","","3","***","","","","","","","","","","","","","","","",""
"914","001","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"914","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"914","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"914","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"914","005","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"914","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"914","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"914","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"914","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Therapeutics I-Chronic Disease","Course Total","","25","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"915","005","","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"915","006","","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"915","007","","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"915","008","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"915","009","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"915","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","","Page 348 of 403",""
