"SURGERY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","",""
"699","102","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","110","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","112","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","114","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","122","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","126","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","127","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","081","","25","3.420","28.0","28.0","44.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","082","","21","3.357","23.8","23.8","52.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","083","","21","3.500","28.6","38.1","28.6",".",".",".",".",".",".",".",".",".",".",".",".","4.8"
"Third Year Surgery","Course Total","","67","3.424","26.9","29.9","41.8",".",".",".",".",".",".",".",".",".",".",".",".","1.5"
"910","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Rdg & Rsch-4th Yr Med","Course Total","","6","3.944","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"919","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","Course Total","","4","***","","","","","","","","","","","","","","","",""
"920","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"920","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Gen Surgery Clerkship-CSC","Course Total","","2","***","","","","","","","","","","","","","","","",""
"921","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"921","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"921","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"921","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"921","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Gen Surg Clerkship-Meriter","Course Total","","12","3.667","58.3","16.7","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"923","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"923","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Gen Surg Clrkshp-St Mary's","Course Total","","2","***","","","","","","","","","","","","","","","",""
"924
Gen Surg Clerkship-LaCrosse","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"926","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"926","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"926","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"926","042","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"926","043","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Surgery for the Non-Surgeon","Course Total","","14","3.696","35.7","64.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
