"Directed Study","Course Total","","13","3.935","84.6","15.4","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","919
012","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","919
019","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Indiv 4th Yr Clin Clerkship","Course Total","","2","***","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OPHTHALM
702","Dept. Total","","15","3.941","86.7","13.3","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"702
OPHTHALM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","1","4.000","100.0",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","2","3.750","50.0","50.0","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","4","3.889","75.0","25.0","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","6","4.000","100.0",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","13","3.935","84.6","15.4","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","2","4.000","100.0",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","2","4.000","100.0",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","15","3.941","86.7","13.3","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
