"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","",""
"RURAL SOCIOLOGY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"864
RUR SOC","","","","","","","","","","","","","","","","","","","",""
"Intro-Rural Sociol&Development","140","001","13","3.192","30.8","30.8","15.4","7.7","7.7","7.7",".",".",".",".",".",".",".",".",".","."
"Survey of Sociology","210","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"The Sociological Enterprise","211","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Gender & Work-Rural America","215","001","6","2.667",".",".","66.7",".","33.3",".",".",".",".",".",".",".",".",".",".","."
"Ag&Soc Change-Western Hist","230","001","23","3.326","43.5","8.7","26.1","13.0","8.7",".",".",".",".",".",".",".",".",".",".","."
"Latin America-Introduction","260","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"People&Places:Demog-Rur Am","266","001","11","3.318","36.4","27.3","18.2",".","18.2",".",".",".",".",".",".",".",".",".",".","."
"Independent Study","299","025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","357","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","357","003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Meth-Sociological Inquiry","","Course Total","4","***","","","","","","","","","","","","","","","",""
"","360","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","360","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Stats for Sociologists I","","Course Total","2","***","","","","","","","","","","","","","","","",""
"Special Topics","375","076","8","3.820","62.5","25.0",".","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Coord Intrnshp/Cooprtv Educ","399","025","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","532","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","532","002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Hlth Care Iss:Ind, Fam, Soc","","Course Total","4","***","","","","","","","","","","","","","","","",""
"Ethics of Modern Biotechnology","565","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Topics-Critical Sociol","622","001","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Modern American Communities","645","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sociology of Agriculture","650","001","6","3.200","16.7","16.7","33.3","16.7",".",".",".","16.7",".",".",".",".",".",".",".","."
"Senior Honors Thesis","682","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","699","025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Methods-Qualitative Resch","755","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Soc-Econ Chng-Underdev Area","925","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Rsch:Soc-Envir, Tech, Agrofood","985","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","063","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","072","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","080","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","","Course Total","5","***","","","","","","","","","","","","","","","",""
"","999","071","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","076","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Reading and Research","","Course Total","2","***","","","","","","","","","","","","","","","",""
