"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"PHYSICAL THERAPY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","",""
"Physical Agents in Rehab","521
001","","40","3.650","32.5","65.0","2.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prin-Therapeutic Exercise","534
001","","40","3.450","12.5","65.0","22.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","539
001","","20","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","539
002","","20","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Smr-Professional Issues II","Course Total","","40","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","541
001","","20","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","541
002","","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Smr-Professional Issues IV","Course Total","","37","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Neuromusculoskeletal Movmnt","627
001","","40","3.450","5.0","80.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adults-Motor Cont Dysfunctn","636
001","","37","3.473","10.8","73.0","16.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Current Issues-Rehabilitatn","641
001","","20","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Research Practicum","642
001","","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Musc-skel Assessmt/Treatmt","677
001","","37","3.378","8.1","59.5","32.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","799
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","4","***","","","","","","","","","","","","","","","",""
"PHY THER
745","Dept. Total","","308","3.474","8.8","43.2","11.0",".",".",".",".",".",".","37.0",".",".",".",".",".","."
