"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"719","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","012","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"719","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"719","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","022","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"719","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","077","","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"719","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Field Stdy-Clinic Nsg","Course Total","","27","3.500","11.1",".",".",".",".",".","3.7","85.2",".",".",".",".",".",".",".","."
"721
Adv Med-Surgical Nursing","001","","15","3.900","93.3",".",".","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"735
Hlth-Women Across Lifespan","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"746
Intrdis Care-Chld/Chron Illnss","001","","6","3.167",".","66.7",".","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"747","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"747","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","073","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum-A Functional Area","Course Total","","11","4.000","18.2",".",".",".",".",".",".","72.7",".",".",".",".","9.1",".",".","."
"755
Adv Prac Nur:Ment Hlth Promotn","001","","23","3.929","82.6","4.3","4.3",".",".",".",".","4.3",".",".",".",".","4.3",".",".","."
"761
Health Prgm Planning, Eval, QI","001","","10","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"771
Instr Process-Nursing Educ","001","","13","3.885","76.9","23.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"798","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"798","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","035","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"798","038","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"798","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","065","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"798","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","068","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"798","096","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research Practicum","Course Total","","24","4.000","16.7",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","."
"799","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","","Page 385 of 403",""
