"Clin Elect Rheumtol-CSC/VAH","Course Total","5","***","","","","","","","","","","","","","","","","","","","","","",""
"","990
180","2","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
206","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research","Course Total","3","***","","","","","","","","","","","","","","","","","","","","","",""
"MEDICINE
632","Dept. Total","335","3.514","35.2","24.5","14.3","0.9","",".","",".","0.3","23.6","",".",".","",".","",".","",".",".","0.6","0.6"
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","4.000","100.0",".",".",".","",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","9","3.913","88.9",".","11.1",".","",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","13","3.965","92.3","7.7",".",".","",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","24","3.950","91.7","4.2","4.2",".","",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","3","",".",".",".",".","",".","",".",".","100.0","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","1","3.000",".",".","100.0",".","",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","93","3.357","30.1","30.1","32.3","2.2","",".","",".","1.1","1.1","",".",".","",".","",".","",".",".","1.1","2.2"
"Prof Yr 4","","214","3.651","31.8","24.8","7.5","0.5","",".","",".",".","35.0","",".",".","",".","",".","",".",".","0.5","."
"Professionals","","308","3.484","31.2","26.3","15.3","1.0","",".","",".","0.3","24.7","",".",".","",".","",".","",".",".","0.6","0.6"
"","Dept. Total","335","3.514","35.2","24.5","14.3","0.9","",".","",".","0.3","23.6","",".",".","",".","",".","",".",".","0.6","0.6"
