"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICINE","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","","","",""
"953","012","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Dermatology Clerkship-CSC","Course Total","21","3.682","42.9","52.4","4.8",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"954
Dermatology Clerk-Marshfld","006","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"956
Emergency Med Clerkshp-Milw","043","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"957","041","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"957","043","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"957","044","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"957","046","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Emergency Med Clrk-Meriter","Course Total","6","3.667","33.3","66.7",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"960","001","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","003","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","004","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","005","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","006","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","007","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","008","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","009","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","010","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","011","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","043","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","044","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","046","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Emergency Med Clerkshp-CSC","Course Total","20","3.609","35.0","55.0","10.0",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"962","003","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"962","004","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"962","007","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"962","043","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Endocrinology Clerkship-CSC","Course Total","4","***","","","","","","","","","","","","","","","","","","","","",""
"965","007","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"965","010","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Gastroenterology Clerk-CSC","Course Total","2","***","","","","","","","","","","","","","","","","","","","","",""
"969
Transfusion Med Clerk-CSC","003","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"972
Infect Disease Clerkshp-VAH","008","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"973","006","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"973","008","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"973","042","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Infectious Disease-Marshfld","Course Total","3","***","","","","","","","","","","","","","","","","","","","","",""
"981
Pulmonary Disease Clerk-CSC","002","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"985","041","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"985","042","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"985","043","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"985","044","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Critical Care Medicine-CSC","Course Total","7","3.857","85.7",".","14.3",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"988","002","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
