"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"613","060","","6","3.925","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clin Precptrshp-Nurse Prac I","Course Total","","19","3.920","84.2","15.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"614","040","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"614","041","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"614","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clin Precptrshp-Nurse Prac II","Course Total","","9","3.914","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"615","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"615","020","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"615","021","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"615","022","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"615","030","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"615","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"615","050","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"615","060","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Clin Precptrshp-Nurse Prac III","Course Total","","26","3.988","96.2","3.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"682","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","035","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"682","038","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"682","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","065","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","099","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","16","3.962","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","049","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","081","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"700
Nursing Research I","001","","17","3.853","70.6","29.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"701
Interpretv Rsch-Health Care","001","","29","3.828","75.9","13.8","10.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"702
Hlth Promo&Disease Prevention","001","","19","3.737","57.9","31.6","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"703
Hlth Care & Public Policy-US","001","","39","3.808","69.2","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"704
Leadershp-Roles,Ethics,Care","001","","28","3.714","53.6","35.7","10.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"715","010","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"715","020","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"715","030","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"715","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Preventn&Mgmt-Hlth Probs I","Course Total","","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"716
Preventn&Mgmt-Hlth Probs II","040","","12","3.750","58.3","33.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"717","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"717","050","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Preventn&Mgmt-Hlth Probs III","Course Total","","5","***","","","","","","","","","","","","","","","",""
