"MEDICINE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","",""
"Therapeutics II-Acute Diseases","Course Total","","50","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"916","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"916","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"916","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"916","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"916","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"916","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Palliative Care (CSC)","Course Total","","6","3.857","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"918
Hlth Informatics-Med Students","005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"919","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"919","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","Course Total","","6","3.857","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","041","","6","3.417","33.3","16.7","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","042","","15","3.700","40.0","60.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","043","","17","3.618","41.2","41.2","17.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","044","","12","3.708","50.0","41.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"920","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Req 4th Yr Med Subintrnshp","Course Total","","52","3.654","44.2","42.3","13.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"921","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Ambulat Med Clerk-Stdt Hlth","Course Total","","3","***","","","","","","","","","","","","","","","",""
"930","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"930","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Women's Health in Primary Care","Course Total","","2","***","","","","","","","","","","","","","","","",""
"940
Allergy&ClinImmun Clerk-CSC","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"943","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"943","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"943","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"943","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Cardiol Consult Serv-CSC","Course Total","","6","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"953","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"953","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"953","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"953","004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"953","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"953","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"953","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"953","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"953","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"953","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","","Page 349 of 403",""
