"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"SOCIOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"900
SOC","","","","","","","","","","","","","","","","","","",""
"Stats for Sociologists I","Course Total","112","3.086","35.7","13.4","17.9","12.5","12.5","6.3","0.9",".",".",".",".",".","0.9",".",".","."
"Stats for Sociologists II","361
001","24","3.333","29.2","37.5","8.3","20.8","4.2",".",".",".",".",".",".",".",".",".",".","."
"Intro-Mathematical Sociology","375
001","13","3.500","53.8","23.1","15.4",".",".","7.7",".",".",".",".",".",".",".",".",".","."
"Criminology","441
001","103","3.267","21.4","39.8","20.4","11.7","4.9","1.9",".",".",".",".",".",".",".",".",".","."
"Sociodem Anal-Mexican Migratn","470
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","475
001","41","3.128","39.0","26.8","9.8","2.4","4.9","2.4","9.8",".",".",".",".",".","2.4",".",".","2.4"
"","475
002","26","3.000","26.9","11.5","19.2","19.2","23.1",".",".",".",".",".",".",".",".",".",".","."
"","475
003","26","3.099","23.1","26.9","15.4","15.4","11.5","3.8",".",".",".",".",".",".",".",".","3.8","."
"","475
006","26","3.250","30.8","19.2","30.8","7.7","11.5",".",".",".",".",".",".",".",".",".",".","."
"Classical Soc Theory","Course Total","119","3.120","31.1","21.8","17.6","10.1","11.8","1.7","3.4",".",".",".",".",".","0.8",".","0.8","0.8"
"Contemporary Soc Theory","476
001","26","2.827","30.8","19.2","11.5","15.4","3.8","11.5","7.7",".",".",".",".",".",".",".",".","."
"","496
001","21","3.143","14.3","38.1","19.0","19.0","9.5",".",".",".",".",".",".",".",".",".",".","."
"","496
002","26","3.308","42.3","23.1","7.7","15.4","7.7","3.8",".",".",".",".",".",".",".",".",".","."
"","496
003","23","3.870","82.6","8.7","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Sociology","Course Total","70","3.443","47.1","22.9","11.4","11.4","5.7","1.4",".",".",".",".",".",".",".",".",".","."
"","497
000A","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","497
000B","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","Section Total","5","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Study Abroad in Sociology","Course Total","5","***","","","","","","","","","","","","","","","",""
"Intro-Social Psychology","530
001","51","2.843","13.7","15.7","35.3","15.7","13.7","2.0","3.9",".",".",".",".",".",".",".",".","."
"","532
001","6","3.583","50.0","33.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","532
002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Hlth Care Iss:Ind, Fam, Soc","Course Total","10","3.750","70.0","20.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Blacks in Cities","577
001","21","2.281","4.8","9.5","19.0","19.0","33.3","4.8","9.5",".",".",".",".",".",".",".",".","."
"Knowledge and Society","610
001","12","3.838","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Soc Structrs-Muslim Society","614
001","61","2.967","11.5","26.2","31.1","16.4","9.8","4.9",".",".",".",".",".",".",".",".",".","."
"Sociology of Culture","616
000A","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Comparative Racial Inequality","620
001","34","3.469","32.4","32.4","23.5","2.9","2.9",".",".","2.9",".",".",".",".","2.9",".",".","."
"Adv Topics-Critical Sociol","622
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Gender, Society & Politics","623
001","9","3.389","66.7","11.1","11.1",".",".",".","11.1",".",".",".",".",".",".",".",".","."
"Modern American Communities","645
001","25","2.500",".","4.0","36.0","32.0","24.0",".","4.0",".",".",".",".",".",".",".",".","."
"Sociology of Agriculture","650
001","16","2.867","43.8",".","12.5","18.8","6.3","12.5","6.3",".",".",".",".",".",".",".",".","."
"","682
016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682
055","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682
081","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","3","***","","","","","","","","","","","","","","","",""
"Senior Thesis","692
035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Pract-Analysis & Research","693
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","698
035","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","698
085","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","698
094","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","698
098","2","***","","","","","","","","","",".",".",".",".",".",".","."
