"","937
043","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","937
044","11","3.636","27.3","72.7",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","937
062","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Extramural Elect-Intl Health","Course Total","19","3.637","31.6","63.2","5.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"SR MED
882","Dept. Total","268","3.590","44.8","32.5","20.5","2.2","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 1","","1","3.000",".",".","100.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","111","3.486","28.8","38.7","29.7","2.7","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","156","3.694","56.4","28.2","13.5","1.9","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","268","3.590","44.8","32.5","20.5","2.2","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","268","3.590","44.8","32.5","20.5","2.2","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
