"MEDICINE","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Research","990
155","6","4.000","100.0",".",".",".","",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"MEDICINE
632","Dept. Total","357","3.644","42.3","22.1","6.7","0.3","",".","",".","",".","27.7","",".",".","",".","",".","",".",".","0.6","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","2","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","8","",".",".",".",".","",".","",".","",".","75.0","",".",".","",".","",".","",".",".","25.0","."
"Graduate","","12","3.852","91.7",".","8.3",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","1","3.000",".",".","100.0",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","64","3.538","35.9","40.6","21.9",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","1.6"
"Prof Yr 4","","270","3.750","42.6","19.6","3.0","0.4","",".","",".","",".","34.4","",".",".","",".","",".","",".",".",".","."
"Professionals","","335","3.635","41.2","23.6","6.9","0.3","",".","",".","",".","27.8","",".",".","",".","",".","",".",".",".","0.3"
"","Dept. Total","357","3.644","42.3","22.1","6.7","0.3","",".","",".","",".","27.7","",".",".","",".","",".","",".",".","0.6","0.3"
