"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"URBAN AND REGIONAL PLANNI","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","",""
"Introduction to the City","305","001","","19","2.737","21.1","5.3","15.8","15.8","42.1",".",".",".",".",".",".",".",".",".",".","."
"The Real Estate Process","306","001","","6","3.333","50.0","16.7",".","16.7","16.7",".",".",".",".",".",".",".",".",".",".","."
"Hum Settlmnts-Devlp Country","464","001","","20","3.471","25.0","35.0","20.0","5.0",".",".",".","10.0",".",".",".",".",".","5.0",".","."
"Community Economic Analysis","520","001","","9","3.611","22.2","77.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Survey Research","544","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","590","001","","18","4.000","22.2",".",".",".",".",".",".","77.8",".",".",".",".",".",".",".","."
"","590","002","","19","4.000","94.7",".",".",".",".",".",".","5.3",".",".",".",".",".",".",".","."
"","590","003","","21","4.000","14.3",".",".",".",".",".",".","85.7",".",".",".",".",".",".",".","."
"Contemp Topics-Urb & Reg Pl","","Course Total","","58","4.000","43.1",".",".",".",".",".",".","56.9",".",".",".",".",".",".",".","."
"Directed Study","699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Regional Planning","731","001","","16","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Planning Thought & Practice","781","001","","22","3.523","45.5","22.7","22.7","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Rsrce Pol Iss:Regional&Natl","821","001","","11","3.906","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Housing and Public Policy","844","001","","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Policy-Making Process","874","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Planning Workshop","912","001","","13","3.808","69.2","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Planning Workshop","913","001","","10","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Rsch Review & Criticism","932","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Land Use&Community Dev","945","001","","9","3.667","44.4","44.4","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr:Trends&Iss-Public Plan","969","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","","Course Total","","7","4.000","42.9",".",".",".",".",".",".","42.9",".",".",".","14.3",".",".",".","."
"","999","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Work","","Course Total","","7","3.958","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
